type_id:ID,:LABEL,label,category,unit,variable_name,source_tables,year_count,comparable_across_years,presence_count,quality
VAR_INDIAN,E55_Type,"Persons recorded under the official census category ""Indian""; corresponds to what is now described as Indigenous (First Nations; in northern enumerations also Inuit) origin. ""Indian"" was simultaneously a census category and the legal/administrative term under the Indian Act (1876).",ETH,persons,INDIAN,"1911:V2T7,1921:V1T27",2,true,1436,signal
VAR_ITALIAN,E55_Type,Number of persons of Italian origin,ETH,persons,ITALIAN,1911:V2T7,1,false,640,signal
VAR_EUR_ITALIAN,E55_Type,Number of persons of Italian origin,ETH,persons,EUR_ITALIAN,1921:V1T27,1,false,1159,signal
VAR_JAPANESE,E55_Type,Number of persons of Japanese origin,ETH,persons,JAPANESE,1911:V2T7,1,false,66,sparse
VAR_JEWISH,E55_Type,"Persons recorded under the 1911 official census category ""Jewish"" (origin/ethnicity, distinct from the V2T2 religion category ""Jews"").",ETH,persons,JEWISH,1911:V2T7,1,false,553,signal
VAR_EUR_HEBREW,E55_Type,"Persons recorded under the 1921 official census category ""Hebrew"" (origin/ethnicity); now described as Jewish origin.",ETH,persons,EUR_HEBREW,1921:V1T27,1,false,1100,signal
VAR_NEGRO,E55_Type,"Persons recorded under the 1911/1921 official census category ""Negro""; refers to people of African descent. Term is now considered offensive and is preserved here only as the historical source label.",ETH,persons,NEGRO,"1911:V2T7,1921:V1T27",2,true,981,signal
VAR_POLISH,E55_Type,Number of persons of Polish origin,ETH,persons,POLISH,1911:V2T7,1,false,389,signal
VAR_EUR_POLISH,E55_Type,Number of persons of Polish origin,ETH,persons,EUR_POLISH,1921:V1T27,1,false,1389,signal
VAR_RUSSIAN,E55_Type,Number of persons of Russian origin,ETH,persons,RUSSIAN,1911:V2T7,1,false,392,signal
VAR_EUR_RUSSIAN,E55_Type,Number of persons of Russian origin,ETH,persons,EUR_RUSSIAN,1921:V1T27,1,false,1610,signal
VAR_SCANDINAVIAN,E55_Type,Number of persons of Scandinavian origin,ETH,persons,SCANDINAVIAN,1911:V2T7,1,false,856,signal
VAR_EUR_SCANDINAVIAN,E55_Type,Number of persons of Scandinavian origin,ETH,persons,EUR_SCANDINAVIAN,1921:V1T27,1,false,2480,signal
VAR_EUR_UKRAINIAN,E55_Type,Number of persons of Ukrainian origin,ETH,persons,EUR_UKRAINIAN,1921:V1T27,1,false,930,signal
VAR_EUR_OTHER,E55_Type,Number of persons of other European origin,ETH,persons,EUR_OTHER,1921:V1T27,1,false,1915,signal
VAR_SWISS,E55_Type,Number of persons of Swiss origin,ETH,persons,SWISS,1911:V2T7,1,false,464,signal
VAR_POP_5YRS_AND_OVER,E55_Type,Population aged 5 years and over,POP,persons,POP_5YRS_AND_OVER,,0,false,0,undocumented
VAR_CAN_READ_AND_WRITE_5YRS_AND_OVER,E55_Type,Persons aged 5 and over who can both read and write,POP,persons,CAN_READ_AND_WRITE_5YRS_AND_OVER,,0,false,0,undocumented
VAR_CAN_READ_ONLY_5YRS_AND_OVER,E55_Type,Persons aged 5 and over who can read only,POP,persons,CAN_READ_ONLY_5YRS_AND_OVER,,0,false,0,undocumented
VAR_CAN_READ_NOR_WRITE_5YRS_AND_OVER,E55_Type,Persons aged 5 and over who can neither read nor write,POP,persons,CAN_READ_NOR_WRITE_5YRS_AND_OVER,,0,false,0,undocumented
VAR_PCT_CAN_READ_AND_WRITE_5YRS_AND_OVER,E55_Type,Percentage of population aged 5 and over who can both read and write,POP,percent,PCT_CAN_READ_AND_WRITE_5YRS_AND_OVER,,0,false,0,undocumented
VAR_PCT_CAN_READ_ONLY_5YRS_AND_OVER,E55_Type,Percentage of population aged 5 and over who can read only,POP,percent,PCT_CAN_READ_ONLY_5YRS_AND_OVER,,0,false,0,undocumented
VAR_PCT_CAN_READ_NOR_WRITE_5YRS_AND_OVER,E55_Type,Percentage of population aged 5 and over who can neither read nor write,POP,percent,PCT_CAN_READ_NOR_WRITE_5YRS_AND_OVER,,0,false,0,undocumented
VAR_CAN_BORN_M,E55_Type,Number of males born in Canada,POP,persons,CAN_BORN_M,1921:V1T16,1,false,5285,signal
VAR_CAN_BORN_F,E55_Type,Number of females born in Canada,POP,persons,CAN_BORN_F,1921:V1T16,1,false,5134,signal
VAR_BRIT_BORN_M,E55_Type,Number of males born in the British Empire (excluding Canada),POP,persons,BRIT_BORN_M,1921:V1T16,1,false,4057,signal
VAR_BRIT_BORN_F,E55_Type,Number of females born in the British Empire (excluding Canada),POP,persons,BRIT_BORN_F,1921:V1T16,1,false,3899,signal
VAR_FOREIGN_BORN_M,E55_Type,Number of males born outside the British Empire,POP,persons,FOREIGN_BORN_M,1921:V1T16,1,false,4666,signal
VAR_FOREIGN_BORN_F,E55_Type,Number of females born outside the British Empire,POP,persons,FOREIGN_BORN_F,1921:V1T16,1,false,4472,signal
VAR_T_POP_TOT,E55_Type,Total (rural + urban) population (CD-level),POP,persons,T_POP_TOT,,0,false,0,undocumented
VAR_T_NUM_OF_DWELLINGS,E55_Type,Total (rural + urban) number of dwellings (CD-level),BLD,buildings,T_NUM_OF_DWELLINGS,,0,false,0,undocumented
VAR_T_NUM_OF_HOUSEHOLDS,E55_Type,Total (rural + urban) number of households (CD-level),POP,households,T_NUM_OF_HOUSEHOLDS,,0,false,0,undocumented
VAR_R_POP_TOT,E55_Type,Rural population (CD-level),POP,persons,R_POP_TOT,,0,false,0,undocumented
VAR_R_NUM_OF_DWELLINGS,E55_Type,Rural number of dwellings (CD-level),BLD,buildings,R_NUM_OF_DWELLINGS,,0,false,0,undocumented
VAR_R_NUM_OF_HOUSEHOLDS,E55_Type,Rural number of households (CD-level),POP,households,R_NUM_OF_HOUSEHOLDS,,0,false,0,undocumented
VAR_U_POP_TOT,E55_Type,Urban population (CD-level),POP,persons,U_POP_TOT,,0,false,0,undocumented
VAR_U_NUM_OF_DWELLINGS,E55_Type,Urban number of dwellings (CD-level),BLD,buildings,U_NUM_OF_DWELLINGS,,0,false,0,undocumented
VAR_U_NUM_OF_HOUSEHOLDS,E55_Type,Urban number of households (CD-level),POP,households,U_NUM_OF_HOUSEHOLDS,,0,false,0,undocumented
